,00,01,10,11,Time,Bz,mz
0,81.1185749501789,109.02792402884988,62.57581934598205,4747.277681674989,0.0,2.0,0.9072
1,71.05927188534451,114.86323068250354,151.95909038195913,4662.118407050193,1.6666666666666667,0.6987955630518186,0.8926000000000001
2,135.43622774554615,237.70819642132665,139.7016445330609,4487.153931300066,3.3333333333333335,0.5057969583107131,0.8454
3,155.1028097198954,215.8635666064356,242.49292931688325,4386.540694356786,5.0,0.42659660906195085,0.8220000000000001
4,258.4329512957457,284.5492015691535,284.8488049974666,4172.169042137634,6.666666666666667,0.3825262098228653,0.7595999999999999
5,170.85135725654447,406.3192475915931,315.06621796428294,4107.7631771875795,8.333333333333334,0.3538177011809011,0.764
6,212.3486846751444,448.80948991769895,325.85829610272253,4012.9835293044343,10.0,0.3331412350790146,0.7372000000000001
7,334.3277274437711,428.02584676282606,400.0078292067177,3837.638596586685,11.666666666666668,0.31717268931886955,0.679
8,226.99022241486492,577.4147009082664,537.5683310805658,3658.0267455963026,13.333333333333334,0.30411096684556216,0.6648000000000001
9,576.8459136060513,700.342418254512,577.294947244096,3145.5167208953403,15.0,0.29296905532788703,0.4954
10,768.9845113967533,712.4887185264338,749.8030474842213,2768.723722592592,16.666666666666668,0.2830992721870802,0.38399999999999995
11,493.18307698587626,827.7296167760177,927.9119902325476,2751.175316005558,18.333333333333336,0.2740590662963159,0.43479999999999996
12,425.16422354717184,1108.0531393618103,908.4880256893038,2558.2946114017136,20.0,0.2655419164715683,0.40979999999999994
13,951.4512124759034,1087.154132156259,971.8848613795012,1989.5097939883367,21.666666666666668,0.25719286525920015,0.19499999999999998
14,975.071198405229,1173.4323481687109,1177.699689970139,1673.7967634559213,23.333333333333336,0.24888518154653744,0.1286
15,878.6978996001033,1184.2805386287043,1407.3259930622341,1529.6955687089587,25.0,0.24031341209675117,0.11960000000000001
16,1074.509236016398,1475.5212004209054,1249.5143761625882,1200.4551874001081,26.666666666666668,0.231228069386087,0.01579999999999998
17,1331.6579401399229,1514.1406758767473,1224.9002602083576,929.3011237749723,28.333333333333336,0.2213039225949048,-0.088
18,1282.2534972878682,1451.8102910095715,1449.621084533297,816.3151271692632,30.0,0.21009172468585352,-0.1
19,1042.834103645835,1560.8517248694834,1746.6663977113676,649.647773773315,31.666666666666668,0.1969177421604822,-0.0854
20,1273.8948821917265,1574.2666958160933,1542.3485722195255,609.4898497726552,33.333333333333336,0.1807075259614315,-0.139
21,679.790129005503,2007.1474316772792,1802.0913092851818,510.97113003203606,35.0,0.15966864565031735,-0.041999999999999996
22,922.5311989258904,1763.6803152170887,1861.1692937383905,452.6191921186301,36.66666666666667,0.1302501199065616,-0.1006
23,975.7758298402597,1665.9800752621882,1884.9880399593217,473.2560549382305,38.333333333333336,0.08462603075151627,-0.1068
24,850.0642300886257,1977.903406595455,1703.1456419061633,468.88672140975655,40.0,0.0013814790335650023,-0.08380000000000001
