,Time,00,01,10,11,Bz,Exact,Interaction,mz
0,0.0,85,143,151,4621,2.0,0.9998183916839994,0.9872272833756268,0.9072
1,1.6666666666666667,76,148,237,4539,0.6987955630518186,0.9916875685530707,0.9713932496285419,0.8926000000000001
2,3.3333333333333335,142,267,222,4369,0.5057969583107131,0.9703589197018668,0.9584461345481126,0.8454
3,5.0,162,245,321,4272,0.42659660906195085,0.9443110996315724,0.9458439978293539,0.8220000000000001
4,6.666666666666667,266,311,359,4064,0.3825262098228653,0.9166881459502148,0.9307235098435832,0.7595999999999999
5,8.333333333333334,182,429,387,4002,0.3538177011809011,0.8883045887804233,0.9114478403322713,0.764
6,10.0,224,470,396,3910,0.3331412350790146,0.8589218874638337,0.8866378071517694,0.7372000000000001
7,11.666666666666668,345,449,466,3740,0.31717268931886955,0.8280951017511301,0.8557161291828783,0.679
8,13.333333333333334,243,593,597,3567,0.30411096684556216,0.7952624812777233,0.8187269749712693,0.6648000000000001
9,15.0,592,711,628,3069,0.29296905532788703,0.7597400120763541,0.7754108888629966,0.4954
10,16.666666666666668,784,721,791,2704,0.2830992721870802,0.7210722070944402,0.7259945342080578,0.38399999999999995
11,18.333333333333336,515,832,964,2689,0.2740590662963159,0.6789151856435445,0.6713034304695612,0.43479999999999996
12,20.0,453,1104,941,2502,0.2655419164715683,0.632841370066519,0.6116840759379586,0.40979999999999994
13,21.666666666666668,974,1082,995,1949,0.25719286525920015,0.5826322421389865,0.5474630747637096,0.19499999999999998
14,23.333333333333336,1001,1164,1191,1644,0.24888518154653744,0.5283589452628514,0.47985667696657985,0.1286
15,25.0,908,1173,1413,1506,0.24031341209675117,0.47008692759030196,0.41008250921656025,0.11960000000000001
16,26.666666666666668,1106,1456,1253,1185,0.231228069386087,0.40798116479814217,0.3388179019892674,0.01579999999999998
17,28.333333333333336,1361,1493,1225,921,0.2213039225949048,0.3426957224792579,0.26731459972238536,-0.088
18,30.0,1313,1431,1443,813,0.21009172468585352,0.2753425138828388,0.19789802707891826,-0.1
19,31.666666666666668,1081,1535,1730,654,0.1969177421604822,0.20736769361523466,0.13306484565017612,-0.0854
20,33.333333333333336,1308,1549,1530,613,0.1807075259614315,0.1409539644278706,0.07530227054352187,-0.139
21,35.0,731,1968,1780,521,0.15966864565031735,0.0796696090153867,0.02818662070002081,-0.041999999999999996
22,36.66666666666667,967,1731,1838,464,0.1302501199065616,0.028869824447486116,-0.0031697779843825108,-0.1006
23,38.333333333333336,1018,1636,1862,484,0.08462603075151627,-0.00417144422884978,-0.0137233042051051,-0.1068
24,40.0,898,1940,1683,479,0.0013814790335650023,-0.0120283200138228,-0.005375511988788394,-0.08380000000000001
