,00,01,10,11,Time,Bz,mz
0,82.42197763391368,106.92756348692669,95.31484215723152,4715.335616721928,0.0,2.0,0.9054
1,79.4247912595821,192.78462061809572,134.83899871222295,4592.9515894101,0.9375,1.0053769008831717,0.8818
2,149.18376018445167,280.9964575387134,210.12037425612468,4359.6994080207105,1.875,0.7276186686073227,0.8221999999999999
3,104.9145017849457,248.03895203979326,329.4700996559701,4317.5764465192915,2.8125,0.5950203143607911,0.8228
4,164.19273596288005,294.2288377258411,310.8707923367281,4230.707633974551,3.75,0.5160282361760397,0.7939999999999999
5,259.26620970541245,293.7131503713038,253.5380075397311,4193.482632383553,4.6875,0.4626328567871872,0.768
6,220.6637859199472,402.7909733479529,356.3163239982346,4020.2289167338654,5.625,0.42338780895260075,0.7414000000000001
7,276.1668687120464,430.19279515423875,547.6538528214631,3745.986483312252,6.5625,0.3927257535104176,0.6768
8,314.07150757078966,899.9776038234518,664.411094082875,3121.5397945228838,7.5,0.3676107271500483,0.5458
9,559.5657761764706,561.58839056483,617.8075395235072,3261.038293735192,8.4375,0.3462164585834849,0.5258
10,626.3333271913168,880.3632739764894,667.3654833335718,2825.9379154986223,9.375,0.3273859484211646,0.4266
11,709.4346057199368,1042.1899285935995,796.6098615225541,2451.7656041639098,10.3125,0.31031652317970976,0.3366
12,311.26024648940216,1241.0563311902156,1027.592437562657,2420.0909847577254,11.25,0.29443848438020886,0.4082
13,538.4046370145832,1054.9670537163468,1316.5075941291695,2090.1207151399008,12.1875,0.2793007579816789,0.2996
14,566.5593172558622,1228.1717724832379,1330.573113179084,1874.6957970818162,13.125,0.26452019917806163,0.2514
15,838.5930769605712,1142.4461193551108,1312.6225203630872,1706.3382833212308,14.0625,0.2497562817975381,0.1652
16,1288.7701671248067,1227.4748912227094,1148.200886928173,1335.5540547243106,15.0,0.2346664464503505,0.00379999999999997
17,1261.1228398515761,1476.5263310564217,1115.318657507998,1147.0321715840043,15.9375,0.21888186913538385,-0.028400000000000036
18,946.9175488047455,1718.1297189478796,1405.4983853578485,929.4543468895263,16.875,0.2019441589327732,-0.009800000000000003
19,630.483692733842,1752.4675987029261,1794.191547782218,822.8571607810132,17.8125,0.18329771568821743,0.03159999999999999
20,709.6483308426536,1685.7477218566705,1824.8644230840564,779.7395242166195,18.75,0.16215093369853073,0.007800000000000001
21,818.4324525739626,1746.5085448765747,1705.3305934829662,729.7284090664965,19.6875,0.13736261855378665,-0.02360000000000001
22,992.4909261233133,1714.9163165455554,1630.5041676253531,662.0885897057784,20.625,0.1071350656659372,-0.07100000000000001
23,1007.7316209530073,1887.0024105343468,1515.0095379408742,590.2564305717715,21.5625,0.06851034518499709,-0.0886
24,1303.0899360615842,1676.0103600401549,1428.1172232048139,592.7824806934465,22.5,0.01667558452112113,-0.1456
