,Time,00,01,10,11,Bz,mz
0,0.0,51,271,290,4388,2.0,0.8674000000000001
1,2.08,80,280,318,4322,0.5522529190220353,0.8483999999999999
2,4.16,105,244,257,4394,0.4152550012826589,0.8578
3,6.24,138,335,244,4283,0.3626420676777551,0.8290000000000001
4,8.32,181,441,330,4048,0.3342154773133064,0.7734
5,10.4,231,415,436,3918,0.3160167026204415,0.7373999999999999
