,Time,00,01,10,11,Bz,mz
0,0.0,83,100,130,4687,2.0,0.9208000000000001
1,2.08,84,140,163,4613,0.5522529190220353,0.9057999999999999
2,4.16,155,218,262,4365,0.4152550012826589,0.842
3,6.24,159,199,337,4305,0.3626420676777551,0.8291999999999999
4,8.32,243,366,295,4096,0.3342154773133064,0.7706000000000001
5,10.4,267,238,382,4113,0.3160167026204415,0.7692
