,00,01,10,Time,Bz,11,mz
0,4969.000014452538,19.000017408306466,11.999968139154962,0.0,-2.0,0.0,-0.9938
1,4898.999790657367,52.00012713412487,49.00008220850672,2.08,-0.5522529190220351,8.673617379884035e-19,-0.9798
2,4828.000042694573,78.99998144529353,92.99997586013448,4.16,-0.41525500128265885,0.0,-0.9656
3,4760.999983168631,121.0000102417346,118.00000658963512,6.24,-0.36264206767775514,1.3010426069826053e-18,-0.9522
4,4680.9998681447405,174.00011259221006,144.0000527559291,8.32,-0.3342154773133064,0.9999665071200436,-0.936
5,4581.999941673618,212.0000415569212,204.0001186287318,10.4,-0.3160167026204414,1.9998981407289405,-0.916
6,4467.000473367596,249.99982928723,281.9996920438613,12.48,-0.30302773195616545,1.0000053013115926,-0.8932
7,4315.000016590647,326.9999923236816,357.99999108567175,14.56,-0.2930901475764205,4.336808689942018e-19,-0.863
8,4181.000210553991,407.9998780868211,408.99990492187163,16.64,-0.2850602952704636,2.0000064373178197,-0.8358000000000001
9,4006.000018556151,517.9999900736473,475.9999913702012,18.72,-0.27825758265495487,0.0,-0.8012
10,3854.999491458219,561.0002039384649,584.0003046033153,20.8,-0.27217660863725457,0.0,-0.771
11,3604.999813358568,681.0002889073234,709.0001598619887,22.880000000000003,-0.26678198061113373,4.99973787212015,-0.72
12,3358.999918973505,830.0000908857286,808.0001603323506,24.96,-0.261581444308536,2.9998298084161474,-0.6711999999999999
13,3105.9999892882743,921.0001776532387,966.999833415528,27.04,-0.25655554114579093,5.999999642958695,-0.62
14,2900.999992915264,1025.000165348792,1067.999841987116,29.12,-0.2515921034069167,5.999999748827908,-0.5790000000000001
15,2635.999918044438,1202.9999180357872,1150.0001658338097,31.200000000000003,-0.24646869294579665,10.99999808596562,-0.525
16,2351.999996202058,1332.0000445892044,1310.9999592753043,33.28,-0.2410885148092667,4.999999933434115,-0.4694
17,1998.9999989182263,1505.000037504502,1489.9999636054888,35.36,-0.23527090127464428,5.9999999717824934,-0.3986
18,1697.0000007068807,1668.9999988117152,1628.0000004774636,37.44,-0.2287222235401663,6.000000003940873,-0.3382
19,1348.9999980012333,1850.999983499115,1797.0000184899236,39.52,-0.2210114847502333,3.0000000097282724,-0.2692
20,1108.0000099619408,1868.9999744337624,2017.0000156629396,41.6,-0.21167516953421656,5.999999941357427,-0.22039999999999998
21,769.0000065910101,2100.9999222685615,2118.9999298454372,43.68,-0.19972089698499204,11.000141294990883,-0.15159999999999998
22,488.00002696643367,2197.999979122954,2301.0000212819123,45.760000000000005,-0.1832440354260028,12.999972628700355,-0.095
23,268.9994505946966,2331.000144706937,2376.0003339547757,47.84,-0.15838838682561052,24.00007074359079,-0.049
24,174.9999953303318,2384.0000074494865,2415.999994236611,49.92,-0.114811018662268,25.000002983570106,-0.030000000000000002
25,275.00002015218377,2292.0000450485054,2377.0000602683363,52.0,-0.014229308973664053,55.99987453097458,-0.0438
