,00,01,10,Time,Bz,11,mz
0,4927.000040237283,45.00004723741599,27.999912525300672,0.0,-2.0,0.0,-0.9854
1,4808.999999603838,95.00000011953571,96.00000027662712,0.9375,-1.0053769008831717,0.0,-0.9618
2,4715.999965561912,140.00007179449742,141.99998857209314,1.875,-0.7276186686073226,1.9999740714974144,-0.9428000000000001
3,4674.999998702848,161.99973651136156,162.00026731043627,2.8125,-0.5950203143607911,0.9999974753544195,-0.9348000000000001
4,4602.999999962035,198.00000000367703,199.00000003428795,3.75,-0.5160282361760397,8.131516293641283e-20,-0.9206
5,4544.000263379371,215.99989253614663,238.9998280984404,4.6875,-0.4626328567871872,1.0000159860416782,-0.9086000000000001
6,4424.999915216217,265.0000503745703,305.00006961834504,5.625,-0.4233878089526007,4.999964790866838,-0.884
7,4323.999806524955,318.0001906563819,348.0001215527595,6.5625,-0.3927257535104175,9.999881265904047,-0.8628
8,4173.000388359758,413.9998067382001,409.9997866096031,7.5,-0.36761072715004817,3.0000182924390946,-0.834
9,3967.9997410672004,531.0001748667406,490.0002683114175,8.4375,-0.3462164585834848,10.999815754640387,-0.7914
10,3723.9998908303196,635.9999927012001,631.0001446112666,9.375,-0.32738594842116453,8.99997185721455,-0.743
11,3415.9996234181176,765.0004533970032,796.0001041470966,10.3125,-0.3103165231797097,22.999819037782217,-0.6786
12,3106.9999996793226,930.9999286738844,940.0000716411005,11.25,-0.2944384843802088,22.000000005692073,-0.617
13,2796.0000009025925,1109.999967835904,1061.0000312611153,12.1875,-0.27930075798167886,33.00000000038849,-0.5526
14,2506.000100461177,1241.9998971103337,1209.9999833474255,13.125,-0.2645201991780616,42.00001908106334,-0.49279999999999996
15,2153.000196677309,1421.0000101571038,1378.9997455298521,14.0625,-0.24975628179753803,47.000047635734376,-0.42119999999999996
16,1772.9999988705913,1556.9999948340994,1603.0000061689518,15.0,-0.23466644645035045,67.00000012635729,-0.3412
17,1469.0000005728368,1759.000003635693,1707.999994731142,15.9375,-0.2188818691353838,64.00000106032894,-0.281
18,1097.0000043639616,1879.9999321037528,1922.000067571114,16.875,-0.20194415893277315,100.99999596117208,-0.19920000000000002
19,873.000005183705,2015.0001516812385,1998.9998616829675,17.8125,-0.1832977156882173,112.99998145208872,-0.152
20,600.9998278055783,2174.000027358359,2132.0000759349373,18.75,-0.16215093369853056,93.0000689011253,-0.1016
21,393.00004865737304,2215.000093674292,2257.0000510835757,19.6875,-0.13736261855378643,134.9998065847587,-0.05160000000000001
22,257.0000027705719,2286.999992115878,2296.0000098841006,20.625,-0.10713506566593695,159.9999952294503,-0.0194
23,137.9999912908951,2291.9999989005664,2356.0000042300107,21.5625,-0.06851034518499674,214.00000557852817,0.015199999999999998
24,123.9999390604168,2277.0000337095034,2341.000007181687,22.5,-0.016675584521120678,258.0000200483921,0.0268
