,00,01,10,11,Time,Bz,mz
0,4863.7252245546515,40.57245912415707,75.92479180927594,19.777524511915306,0.0,-2.0,-0.9566
1,4640.28442696135,164.29042204556254,164.56342224150563,30.86172875158236,0.9375,-1.0053769008831717,-0.9106000000000001
2,4536.714572843765,208.82344788053078,218.06616133393706,36.39581794176723,1.875,-0.7276186686073226,-0.8892
3,4479.824435653717,246.38088759236365,202.39517382028,71.39950293363925,2.8125,-0.5950203143607911,-0.8712000000000001
4,4295.161406664206,277.29107432351407,337.8760867637814,89.67143224849808,3.75,-0.5160282361760397,-0.8314
5,4142.663251537999,352.43708214133176,390.2393450948148,114.66032122585396,4.6875,-0.4626328567871872,-0.7966
6,3971.767636337041,438.85816780993304,445.67738939644397,143.69680645658164,5.625,-0.4233878089526007,-0.7574
7,3858.692400649454,472.5259243086667,533.1913496490658,135.59032539281387,6.5625,-0.3927257535104175,-0.7368
8,3634.203535791688,609.5208681815609,614.7448581008343,141.53073792591704,7.5,-0.36761072715004817,-0.6916
9,3438.435986872353,655.6164894768991,736.8207867990141,169.12673685173343,8.4375,-0.3462164585834848,-0.6478
10,3227.734369039648,827.721811526558,751.531637388383,193.01218204541075,9.375,-0.32738594842116453,-0.6018
11,2939.6568927183257,931.5397006843909,909.7761050077567,219.0273015895261,10.3125,-0.3103165231797097,-0.5402
12,2718.969179779345,1050.4551083943118,952.6649297855391,277.91078204080407,11.25,-0.2944384843802088,-0.48539999999999994
13,2526.7313016385992,1102.1978839196636,1106.0310813629762,265.0397330787612,12.1875,-0.27930075798167886,-0.45019999999999993
14,2188.416454976575,1289.912117507923,1245.218485309693,276.45294220580854,13.125,-0.2645201991780616,-0.3816
15,1978.5150897238268,1338.938321916028,1361.9825242957847,320.56406406436076,14.0625,-0.24975628179753803,-0.3318
16,1766.8574221104059,1460.0295181955705,1409.1625862199985,363.9504734740253,15.0,-0.23466644645035045,-0.2818
17,1476.4037579562678,1540.7542179871614,1607.549545310519,375.2924787460515,15.9375,-0.2188818691353838,-0.22260000000000002
18,1261.2912532854098,1666.3271406692068,1679.6897157074318,392.6918903379511,16.875,-0.20194415893277315,-0.17700000000000002
19,1090.0137440267586,1729.6986049002635,1777.3712373849994,402.9164136879792,17.8125,-0.1832977156882173,-0.1414
20,896.2523842788569,1831.8708128811495,1860.8328286689655,411.0439741710287,18.75,-0.16215093369853056,-0.1018
21,750.3461174313353,1886.1625111308615,1961.7852625050098,401.7061089327936,19.6875,-0.13736261855378643,-0.075
22,695.7540838561304,1882.6947232126008,1956.9541645887439,464.5970283425248,20.625,-0.10713506566593695,-0.05199999999999999
23,626.1714953610634,1967.59052999442,1875.3598987186715,530.8780759258448,21.5625,-0.06851034518499674,-0.025400000000000006
24,615.6639950623403,1905.7582502628138,1944.9568473939066,533.6209072809388,22.5,-0.016675584521120678,-0.022800000000000015
