,00,01,10,11,Time,Bz,mz
0,4888.134903206541,50.6135771009178,43.375197800630104,17.876321891912237,0.0,-2.0,-0.9633999999999999
1,4737.072855567968,131.20115725499824,101.37359012768403,30.352397049349587,1.6666666666666667,-0.6987955630518186,-0.9314
2,4606.711795507801,201.3418049645717,142.76123971368108,49.18515981394735,3.3333333333333335,-0.505796958310713,-0.9022
3,4431.918555426376,280.0866499100935,228.62570181980342,59.369092843726825,5.0,-0.4265966090619508,-0.866
4,4279.046390291815,319.61149083995934,313.11190400666544,88.2302148615596,6.666666666666667,-0.3825262098228652,-0.8304
5,4156.801025799963,367.2913604470455,374.0515440402767,101.85606971271415,8.333333333333334,-0.35381770118090106,-0.8038
6,4031.784241175659,411.6932783565456,423.46294480428634,133.05953566350854,10.0,-0.33314123507901466,-0.7732
7,3856.1629023897162,499.49899482051455,490.69988243170826,153.6382203580612,11.666666666666668,-0.31717268931886955,-0.7348
8,3655.8317219341025,595.655448364496,574.4797892707522,174.0330404306488,13.333333333333334,-0.30411096684556227,-0.6916
9,3414.536057902756,724.3781995223322,712.4770614216715,148.6086811532413,15.0,-0.29296905532788703,-0.6494
10,3169.1102163978803,819.6759291890176,830.1807195502156,181.03313486288656,16.666666666666668,-0.28309927218708014,-0.595
11,2996.632517405073,847.1003920316517,947.6361632536006,208.63092730967523,18.333333333333336,-0.2740590662963159,-0.5558
12,2700.4993125313317,1080.9572551916447,1000.1348203299603,218.40861194706355,20.0,-0.2655419164715683,-0.496
13,2458.1282694100755,1178.3030875348454,1114.7719855761945,248.79665747888464,21.666666666666668,-0.25719286525920015,-0.4426
14,2167.018345775873,1243.5250339232157,1326.390132031477,263.06648826943456,23.333333333333336,-0.24888518154653744,-0.38280000000000003
15,1919.2279302717952,1410.6262872387697,1396.12506686827,274.0207156211652,25.0,-0.24031341209675114,-0.3322
16,1681.7607126567846,1493.8020207155953,1532.4819423179206,291.95532430969894,26.666666666666668,-0.23122806938608698,-0.2822
17,1423.8619181557756,1575.9811801411938,1681.1265179077473,319.0303837952833,28.333333333333336,-0.22130392259490478,-0.2264
18,1184.0342505761075,1705.3981166183842,1793.1112087516103,317.456424053898,30.0,-0.2100917246858535,-0.17980000000000002
19,966.3599125215428,1903.0493135834015,1734.4213413876212,396.1694325074349,31.666666666666668,-0.19691774216048216,-0.1218
20,772.7496789650364,1927.670530298626,1960.9872411177066,338.59254961863064,33.333333333333336,-0.18070752596143141,-0.09519999999999999
21,675.7171709935169,1973.7878875180834,1971.1156280395355,379.3793134488644,35.0,-0.15966864565031735,-0.0682
22,634.7338001337612,2038.3369886255402,1940.3802955831918,386.5489156575064,36.66666666666667,-0.13025011990656163,-0.05879999999999999
23,549.3998217056325,2017.648468174731,1980.9320067490487,452.01970337058765,38.333333333333336,-0.08462603075151653,-0.02919999999999999
24,636.32467577643,1907.6073207472634,1917.7423237970838,538.3256796792228,40.0,-0.0013814790335654888,-0.029200000000000018
